2011-02-10 19:29:11 Notice: Notice (8): Undefined variable: response in [/var/www/fasa/trunk/app/controllers/onereports_controller.php, line 113]
2011-02-21 22:59:28 Notice: Notice (8): Undefined variable: engineer in [/var/www/fasa/trunk/app/views/onereports/ideas_evaluacion.ctp, line 8]
2011-02-21 22:59:28 Notice: Notice (8): Undefined variable: indicator in [/var/www/fasa/trunk/app/views/onereports/ideas_evaluacion.ctp, line 9]
2011-02-21 22:59:28 Notice: Notice (8): Undefined variable: idea in [/var/www/fasa/trunk/app/views/onereports/ideas_evaluacion.ctp, line 10]
2011-02-21 22:59:28 Notice: Notice (8): Undefined variable: carta in [/var/www/fasa/trunk/app/views/onereports/ideas_evaluacion.ctp, line 11]
2011-02-21 22:59:28 Notice: Notice (8): Undefined variable: proyecto in [/var/www/fasa/trunk/app/views/onereports/ideas_evaluacion.ctp, line 12]
2011-02-21 23:07:58 Notice: Notice (8): Undefined variable: engineer in [/var/www/fasa/trunk/app/views/onereports/ideas_evaluacion.ctp, line 8]
2011-02-21 23:07:58 Notice: Notice (8): Undefined variable: indicator in [/var/www/fasa/trunk/app/views/onereports/ideas_evaluacion.ctp, line 9]
2011-02-21 23:07:58 Notice: Notice (8): Undefined variable: idea in [/var/www/fasa/trunk/app/views/onereports/ideas_evaluacion.ctp, line 10]
2011-02-21 23:07:58 Notice: Notice (8): Undefined variable: carta in [/var/www/fasa/trunk/app/views/onereports/ideas_evaluacion.ctp, line 11]
2011-02-21 23:07:58 Notice: Notice (8): Undefined variable: proyecto in [/var/www/fasa/trunk/app/views/onereports/ideas_evaluacion.ctp, line 12]
2011-02-21 23:20:23 Notice: Notice (8): Undefined offset: 0 in [/var/www/fasa/trunk/app/controllers/onereports_controller.php, line 174]
2011-02-21 23:22:45 Notice: Notice (8): Undefined variable: engineer in [/var/www/fasa/trunk/app/views/onereports/ideas_evaluacion.ctp, line 8]
2011-02-21 23:22:45 Notice: Notice (8): Undefined variable: indicator in [/var/www/fasa/trunk/app/views/onereports/ideas_evaluacion.ctp, line 9]
2011-02-21 23:22:45 Notice: Notice (8): Undefined variable: idea in [/var/www/fasa/trunk/app/views/onereports/ideas_evaluacion.ctp, line 10]
2011-02-21 23:22:45 Notice: Notice (8): Undefined variable: carta in [/var/www/fasa/trunk/app/views/onereports/ideas_evaluacion.ctp, line 11]
2011-02-21 23:22:45 Notice: Notice (8): Undefined variable: proyecto in [/var/www/fasa/trunk/app/views/onereports/ideas_evaluacion.ctp, line 12]
2011-02-21 23:22:50 Notice: Notice (8): Undefined variable: engineer in [/var/www/fasa/trunk/app/views/onereports/ideas_evaluacion.ctp, line 8]
2011-02-21 23:22:50 Notice: Notice (8): Undefined variable: indicator in [/var/www/fasa/trunk/app/views/onereports/ideas_evaluacion.ctp, line 9]
2011-02-21 23:22:50 Notice: Notice (8): Undefined variable: idea in [/var/www/fasa/trunk/app/views/onereports/ideas_evaluacion.ctp, line 10]
2011-02-21 23:22:50 Notice: Notice (8): Undefined variable: carta in [/var/www/fasa/trunk/app/views/onereports/ideas_evaluacion.ctp, line 11]
2011-02-21 23:22:50 Notice: Notice (8): Undefined variable: proyecto in [/var/www/fasa/trunk/app/views/onereports/ideas_evaluacion.ctp, line 12]
2011-02-21 23:23:16 Notice: Notice (8): Undefined variable: engineer in [/var/www/fasa/trunk/app/views/onereports/asignar_idea.ctp, line 8]
2011-02-21 23:23:16 Notice: Notice (8): Undefined variable: indicator in [/var/www/fasa/trunk/app/views/onereports/asignar_idea.ctp, line 9]
2011-02-21 23:23:16 Notice: Notice (8): Undefined variable: idea in [/var/www/fasa/trunk/app/views/onereports/asignar_idea.ctp, line 10]
2011-02-21 23:23:16 Notice: Notice (8): Undefined variable: carta in [/var/www/fasa/trunk/app/views/onereports/asignar_idea.ctp, line 11]
2011-02-21 23:23:16 Notice: Notice (8): Undefined variable: proyecto in [/var/www/fasa/trunk/app/views/onereports/asignar_idea.ctp, line 12]
2011-02-21 23:24:21 Notice: Notice (8): Undefined variable: engineer in [/var/www/fasa/trunk/app/views/onereports/ideas_evaluacion.ctp, line 8]
2011-02-21 23:24:21 Notice: Notice (8): Undefined variable: indicator in [/var/www/fasa/trunk/app/views/onereports/ideas_evaluacion.ctp, line 9]
2011-02-21 23:24:21 Notice: Notice (8): Undefined variable: idea in [/var/www/fasa/trunk/app/views/onereports/ideas_evaluacion.ctp, line 10]
2011-02-21 23:24:21 Notice: Notice (8): Undefined variable: carta in [/var/www/fasa/trunk/app/views/onereports/ideas_evaluacion.ctp, line 11]
2011-02-21 23:24:21 Notice: Notice (8): Undefined variable: proyecto in [/var/www/fasa/trunk/app/views/onereports/ideas_evaluacion.ctp, line 12]
2011-02-21 23:31:00 Notice: Notice (8): Undefined variable: engineer in [/var/www/fasa/trunk/app/views/onereports/asignar_idea.ctp, line 8]
2011-02-21 23:31:00 Notice: Notice (8): Undefined variable: indicator in [/var/www/fasa/trunk/app/views/onereports/asignar_idea.ctp, line 9]
2011-02-21 23:31:00 Notice: Notice (8): Undefined variable: idea in [/var/www/fasa/trunk/app/views/onereports/asignar_idea.ctp, line 10]
2011-02-21 23:31:00 Notice: Notice (8): Undefined variable: carta in [/var/www/fasa/trunk/app/views/onereports/asignar_idea.ctp, line 11]
2011-02-21 23:31:00 Notice: Notice (8): Undefined variable: proyecto in [/var/www/fasa/trunk/app/views/onereports/asignar_idea.ctp, line 12]
2011-02-21 23:59:11 Notice: Notice (8): Undefined index: Egnineer in [/var/www/fasa/trunk/app/controllers/onereports_controller.php, line 786]
2011-02-22 00:02:08 Notice: Notice (8): Undefined variable: indicator in [/var/www/fasa/trunk/app/views/onereports/asignar.ctp, line 9]
2011-02-22 00:02:08 Notice: Notice (8): Undefined variable: idea in [/var/www/fasa/trunk/app/views/onereports/asignar.ctp, line 10]
2011-02-22 00:02:08 Notice: Notice (8): Undefined variable: carta in [/var/www/fasa/trunk/app/views/onereports/asignar.ctp, line 11]
2011-02-22 00:02:08 Notice: Notice (8): Undefined variable: proyecto in [/var/www/fasa/trunk/app/views/onereports/asignar.ctp, line 12]
2011-02-22 00:02:08 Notice: Notice (8): Undefined variable: pagina in [/var/www/fasa/trunk/app/views/onereports/asignar.ctp, line 24]
2011-02-22 00:02:08 Notice: Notice (8): Undefined variable: onereports in [/var/www/fasa/trunk/app/views/onereports/asignar.ctp, line 59]
2011-02-22 00:02:08 Notice: Notice (8): Undefined variable: pagina in [/var/www/fasa/trunk/app/views/onereports/asignar.ctp, line 85]
2011-02-22 00:02:20 Notice: Notice (8): Undefined variable: pagina in [/var/www/fasa/trunk/app/views/onereports/asignar.ctp, line 19]
2011-02-22 00:02:20 Notice: Notice (8): Undefined variable: onereports in [/var/www/fasa/trunk/app/views/onereports/asignar.ctp, line 54]
2011-02-22 00:02:20 Notice: Notice (8): Undefined variable: pagina in [/var/www/fasa/trunk/app/views/onereports/asignar.ctp, line 80]
2011-02-22 00:02:52 Notice: Notice (8): Undefined variable: onereports in [/var/www/fasa/trunk/app/views/onereports/asignar.ctp, line 31]
2011-02-22 00:02:52 Notice: Notice (8): Undefined variable: pagina in [/var/www/fasa/trunk/app/views/onereports/asignar.ctp, line 57]
2011-02-22 00:03:22 Notice: Notice (8): Undefined index: Onereport in [/var/www/fasa/trunk/app/views/onereports/asignar.ctp, line 39]
2011-02-22 00:03:22 Notice: Notice (8): Undefined index: Onereport in [/var/www/fasa/trunk/app/views/onereports/asignar.ctp, line 40]
2011-02-22 00:03:22 Notice: Notice (8): Undefined index: Unity in [/var/www/fasa/trunk/app/views/onereports/asignar.ctp, line 41]
2011-02-22 00:03:22 Notice: Notice (8): Undefined index: Emsefor in [/var/www/fasa/trunk/app/views/onereports/asignar.ctp, line 43]
2011-02-22 00:03:22 Notice: Notice (8): Undefined index: Indicator in [/var/www/fasa/trunk/app/views/onereports/asignar.ctp, line 46]
2011-02-22 00:03:22 Notice: Notice (8): Undefined index: Onereport in [/var/www/fasa/trunk/app/views/onereports/asignar.ctp, line 48]
2011-02-22 00:03:22 Notice: Notice (8): Undefined index: Onereport in [/var/www/fasa/trunk/app/views/onereports/asignar.ctp, line 50]
2011-02-22 00:03:22 Notice: Notice (8): Undefined index: Onereport in [/var/www/fasa/trunk/app/views/onereports/asignar.ctp, line 51]
2011-02-22 00:03:22 Notice: Notice (8): Undefined index: Onereport in [/var/www/fasa/trunk/app/views/onereports/asignar.ctp, line 52]
2011-02-22 00:03:22 Notice: Notice (8): Undefined variable: pagina in [/var/www/fasa/trunk/app/views/onereports/asignar.ctp, line 57]
2011-02-22 00:04:42 Notice: Notice (8): Undefined variable: pagina in [/var/www/fasa/trunk/app/views/onereports/asignar.ctp, line 57]
2011-02-22 00:05:45 Notice: Notice (8): Undefined index: Onereport in [/var/www/fasa/trunk/app/views/onereports/asignar.ctp, line 39]
2011-02-22 00:05:45 Notice: Notice (8): Undefined index: Onereport in [/var/www/fasa/trunk/app/views/onereports/asignar.ctp, line 40]
2011-02-22 00:05:45 Notice: Notice (8): Undefined index: Unity in [/var/www/fasa/trunk/app/views/onereports/asignar.ctp, line 41]
2011-02-22 00:05:45 Notice: Notice (8): Undefined index: Emsefor in [/var/www/fasa/trunk/app/views/onereports/asignar.ctp, line 43]
2011-02-22 00:05:45 Notice: Notice (8): Undefined index: Indicator in [/var/www/fasa/trunk/app/views/onereports/asignar.ctp, line 46]
2011-02-22 00:05:45 Notice: Notice (8): Undefined index: Onereport in [/var/www/fasa/trunk/app/views/onereports/asignar.ctp, line 48]
2011-02-22 00:05:45 Notice: Notice (8): Undefined index: Onereport in [/var/www/fasa/trunk/app/views/onereports/asignar.ctp, line 50]
2011-02-22 00:05:45 Notice: Notice (8): Undefined index: Onereport in [/var/www/fasa/trunk/app/views/onereports/asignar.ctp, line 51]
2011-02-22 00:05:45 Notice: Notice (8): Undefined index: Onereport in [/var/www/fasa/trunk/app/views/onereports/asignar.ctp, line 52]
2011-02-22 00:05:45 Notice: Notice (8): Undefined variable: pagina in [/var/www/fasa/trunk/app/views/onereports/asignar.ctp, line 57]
2011-02-22 00:06:05 Notice: Notice (8): Undefined index: Onereport in [/var/www/fasa/trunk/app/views/onereports/asignar.ctp, line 44]
2011-02-22 00:06:05 Notice: Notice (8): Undefined index: Onereport in [/var/www/fasa/trunk/app/views/onereports/asignar.ctp, line 45]
2011-02-22 00:06:05 Notice: Notice (8): Undefined index: Unity in [/var/www/fasa/trunk/app/views/onereports/asignar.ctp, line 46]
2011-02-22 00:06:05 Notice: Notice (8): Undefined index: Emsefor in [/var/www/fasa/trunk/app/views/onereports/asignar.ctp, line 48]
2011-02-22 00:06:05 Notice: Notice (8): Undefined index: Indicator in [/var/www/fasa/trunk/app/views/onereports/asignar.ctp, line 51]
2011-02-22 00:06:05 Notice: Notice (8): Undefined index: Onereport in [/var/www/fasa/trunk/app/views/onereports/asignar.ctp, line 53]
2011-02-22 00:06:05 Notice: Notice (8): Undefined index: Onereport in [/var/www/fasa/trunk/app/views/onereports/asignar.ctp, line 55]
2011-02-22 00:06:05 Notice: Notice (8): Undefined index: Onereport in [/var/www/fasa/trunk/app/views/onereports/asignar.ctp, line 56]
2011-02-22 00:06:05 Notice: Notice (8): Undefined index: Onereport in [/var/www/fasa/trunk/app/views/onereports/asignar.ctp, line 57]
2011-02-22 00:06:05 Notice: Notice (8): Undefined variable: pagina in [/var/www/fasa/trunk/app/views/onereports/asignar.ctp, line 62]
2011-02-22 00:06:50 Notice: Notice (8): Undefined variable: onereport in [/var/www/fasa/trunk/app/views/onereports/asignar.ctp, line 44]
2011-02-22 00:06:50 Notice: Notice (8): Undefined variable: onereport in [/var/www/fasa/trunk/app/views/onereports/asignar.ctp, line 45]
2011-02-22 00:06:50 Notice: Notice (8): Undefined variable: onereport in [/var/www/fasa/trunk/app/views/onereports/asignar.ctp, line 46]
2011-02-22 00:06:50 Notice: Notice (8): Undefined variable: onereport in [/var/www/fasa/trunk/app/views/onereports/asignar.ctp, line 48]
2011-02-22 00:06:50 Notice: Notice (8): Undefined variable: onereport in [/var/www/fasa/trunk/app/views/onereports/asignar.ctp, line 51]
2011-02-22 00:06:50 Notice: Notice (8): Undefined variable: onereport in [/var/www/fasa/trunk/app/views/onereports/asignar.ctp, line 53]
2011-02-22 00:06:50 Notice: Notice (8): Undefined variable: onereport in [/var/www/fasa/trunk/app/views/onereports/asignar.ctp, line 55]
2011-02-22 00:06:50 Notice: Notice (8): Undefined variable: onereport in [/var/www/fasa/trunk/app/views/onereports/asignar.ctp, line 56]
2011-02-22 00:06:50 Notice: Notice (8): Undefined variable: onereport in [/var/www/fasa/trunk/app/views/onereports/asignar.ctp, line 57]
2011-02-22 00:06:50 Notice: Notice (8): Undefined variable: pagina in [/var/www/fasa/trunk/app/views/onereports/asignar.ctp, line 62]
2011-02-22 00:07:02 Notice: Notice (8): Undefined variable: onereports in [/var/www/fasa/trunk/app/views/onereports/asignar.ctp, line 2]
2011-02-22 00:07:02 Notice: Notice (8): Undefined variable: pagina in [/var/www/fasa/trunk/app/views/onereports/asignar.ctp, line 62]
2011-02-22 00:12:42 Notice: Notice (8): Undefined variable: engineer in [/var/www/fasa/trunk/app/views/onereports/ideas_evaluacion.ctp, line 8]
2011-02-22 00:12:42 Notice: Notice (8): Undefined variable: indicator in [/var/www/fasa/trunk/app/views/onereports/ideas_evaluacion.ctp, line 9]
2011-02-22 00:12:42 Notice: Notice (8): Undefined variable: idea in [/var/www/fasa/trunk/app/views/onereports/ideas_evaluacion.ctp, line 10]
2011-02-22 00:12:42 Notice: Notice (8): Undefined variable: carta in [/var/www/fasa/trunk/app/views/onereports/ideas_evaluacion.ctp, line 11]
2011-02-22 00:12:42 Notice: Notice (8): Undefined variable: proyecto in [/var/www/fasa/trunk/app/views/onereports/ideas_evaluacion.ctp, line 12]
2011-02-22 00:12:59 Notice: Notice (8): Undefined variable: engineer in [/var/www/fasa/trunk/app/views/onereports/asignar_idea.ctp, line 8]
2011-02-22 00:12:59 Notice: Notice (8): Undefined variable: indicator in [/var/www/fasa/trunk/app/views/onereports/asignar_idea.ctp, line 9]
2011-02-22 00:12:59 Notice: Notice (8): Undefined variable: idea in [/var/www/fasa/trunk/app/views/onereports/asignar_idea.ctp, line 10]
2011-02-22 00:12:59 Notice: Notice (8): Undefined variable: carta in [/var/www/fasa/trunk/app/views/onereports/asignar_idea.ctp, line 11]
2011-02-22 00:12:59 Notice: Notice (8): Undefined variable: proyecto in [/var/www/fasa/trunk/app/views/onereports/asignar_idea.ctp, line 12]
2011-02-22 00:13:20 Notice: Notice (8): Undefined index: Projecttype in [/var/www/fasa/trunk/app/views/onereports/view.ctp, line 101]
2011-02-22 00:13:58 Notice: Notice (8): Undefined variable: engineer in [/var/www/fasa/trunk/app/views/onereports/asignar_idea.ctp, line 8]
2011-02-22 00:13:58 Notice: Notice (8): Undefined variable: indicator in [/var/www/fasa/trunk/app/views/onereports/asignar_idea.ctp, line 9]
2011-02-22 00:13:58 Notice: Notice (8): Undefined variable: idea in [/var/www/fasa/trunk/app/views/onereports/asignar_idea.ctp, line 10]
2011-02-22 00:13:58 Notice: Notice (8): Undefined variable: carta in [/var/www/fasa/trunk/app/views/onereports/asignar_idea.ctp, line 11]
2011-02-22 00:13:58 Notice: Notice (8): Undefined variable: proyecto in [/var/www/fasa/trunk/app/views/onereports/asignar_idea.ctp, line 12]
2011-02-22 00:14:52 Notice: Notice (8): Undefined variable: engineer in [/var/www/fasa/trunk/app/views/onereports/asignar_idea.ctp, line 8]
2011-02-22 00:14:52 Notice: Notice (8): Undefined variable: indicator in [/var/www/fasa/trunk/app/views/onereports/asignar_idea.ctp, line 9]
2011-02-22 00:14:52 Notice: Notice (8): Undefined variable: idea in [/var/www/fasa/trunk/app/views/onereports/asignar_idea.ctp, line 10]
2011-02-22 00:14:52 Notice: Notice (8): Undefined variable: carta in [/var/www/fasa/trunk/app/views/onereports/asignar_idea.ctp, line 11]
2011-02-22 00:14:52 Notice: Notice (8): Undefined variable: proyecto in [/var/www/fasa/trunk/app/views/onereports/asignar_idea.ctp, line 12]
2011-02-22 00:17:50 Notice: Notice (8): Undefined variable: engineer in [/var/www/fasa/trunk/app/views/onereports/asignar_idea.ctp, line 8]
2011-02-22 00:17:50 Notice: Notice (8): Undefined variable: indicator in [/var/www/fasa/trunk/app/views/onereports/asignar_idea.ctp, line 9]
2011-02-22 00:17:50 Notice: Notice (8): Undefined variable: idea in [/var/www/fasa/trunk/app/views/onereports/asignar_idea.ctp, line 10]
2011-02-22 00:17:50 Notice: Notice (8): Undefined variable: carta in [/var/www/fasa/trunk/app/views/onereports/asignar_idea.ctp, line 11]
2011-02-22 00:17:50 Notice: Notice (8): Undefined variable: proyecto in [/var/www/fasa/trunk/app/views/onereports/asignar_idea.ctp, line 12]
2011-02-22 00:18:25 Notice: Notice (8): Undefined variable: engineer in [/var/www/fasa/trunk/app/views/onereports/asignar_idea.ctp, line 8]
2011-02-22 00:18:25 Notice: Notice (8): Undefined variable: indicator in [/var/www/fasa/trunk/app/views/onereports/asignar_idea.ctp, line 9]
2011-02-22 00:18:25 Notice: Notice (8): Undefined variable: idea in [/var/www/fasa/trunk/app/views/onereports/asignar_idea.ctp, line 10]
2011-02-22 00:18:25 Notice: Notice (8): Undefined variable: carta in [/var/www/fasa/trunk/app/views/onereports/asignar_idea.ctp, line 11]
2011-02-22 00:18:25 Notice: Notice (8): Undefined variable: proyecto in [/var/www/fasa/trunk/app/views/onereports/asignar_idea.ctp, line 12]
2011-02-22 00:18:40 Notice: Notice (8): Undefined variable: engineer in [/var/www/fasa/trunk/app/views/onereports/asignar_idea.ctp, line 8]
2011-02-22 00:18:40 Notice: Notice (8): Undefined variable: indicator in [/var/www/fasa/trunk/app/views/onereports/asignar_idea.ctp, line 9]
2011-02-22 00:18:40 Notice: Notice (8): Undefined variable: idea in [/var/www/fasa/trunk/app/views/onereports/asignar_idea.ctp, line 10]
2011-02-22 00:18:40 Notice: Notice (8): Undefined variable: carta in [/var/www/fasa/trunk/app/views/onereports/asignar_idea.ctp, line 11]
2011-02-22 00:18:40 Notice: Notice (8): Undefined variable: proyecto in [/var/www/fasa/trunk/app/views/onereports/asignar_idea.ctp, line 12]
2011-02-22 00:19:01 Notice: Notice (8): Undefined variable: engineer in [/var/www/fasa/trunk/app/views/onereports/asignar_idea.ctp, line 8]
2011-02-22 00:19:01 Notice: Notice (8): Undefined variable: indicator in [/var/www/fasa/trunk/app/views/onereports/asignar_idea.ctp, line 9]
2011-02-22 00:19:01 Notice: Notice (8): Undefined variable: idea in [/var/www/fasa/trunk/app/views/onereports/asignar_idea.ctp, line 10]
2011-02-22 00:19:01 Notice: Notice (8): Undefined variable: carta in [/var/www/fasa/trunk/app/views/onereports/asignar_idea.ctp, line 11]
2011-02-22 00:19:01 Notice: Notice (8): Undefined variable: proyecto in [/var/www/fasa/trunk/app/views/onereports/asignar_idea.ctp, line 12]
2011-02-22 00:21:30 Notice: Notice (8): Undefined variable: engineer in [/var/www/fasa/trunk/app/views/onereports/asignar_idea.ctp, line 8]
2011-02-22 00:21:30 Notice: Notice (8): Undefined variable: indicator in [/var/www/fasa/trunk/app/views/onereports/asignar_idea.ctp, line 9]
2011-02-22 00:21:30 Notice: Notice (8): Undefined variable: idea in [/var/www/fasa/trunk/app/views/onereports/asignar_idea.ctp, line 10]
2011-02-22 00:21:30 Notice: Notice (8): Undefined variable: carta in [/var/www/fasa/trunk/app/views/onereports/asignar_idea.ctp, line 11]
2011-02-22 00:21:30 Notice: Notice (8): Undefined variable: proyecto in [/var/www/fasa/trunk/app/views/onereports/asignar_idea.ctp, line 12]
2011-02-22 00:21:46 Notice: Notice (8): Undefined variable: engineer in [/var/www/fasa/trunk/app/views/onereports/asignar_idea.ctp, line 8]
2011-02-22 00:21:46 Notice: Notice (8): Undefined variable: indicator in [/var/www/fasa/trunk/app/views/onereports/asignar_idea.ctp, line 9]
2011-02-22 00:21:47 Notice: Notice (8): Undefined variable: idea in [/var/www/fasa/trunk/app/views/onereports/asignar_idea.ctp, line 10]
2011-02-22 00:21:47 Notice: Notice (8): Undefined variable: carta in [/var/www/fasa/trunk/app/views/onereports/asignar_idea.ctp, line 11]
2011-02-22 00:21:47 Notice: Notice (8): Undefined variable: proyecto in [/var/www/fasa/trunk/app/views/onereports/asignar_idea.ctp, line 12]
2011-02-22 00:21:53 Notice: Notice (8): Undefined variable: engineer in [/var/www/fasa/trunk/app/views/onereports/asignar_idea.ctp, line 8]
2011-02-22 00:21:53 Notice: Notice (8): Undefined variable: indicator in [/var/www/fasa/trunk/app/views/onereports/asignar_idea.ctp, line 9]
2011-02-22 00:21:53 Notice: Notice (8): Undefined variable: idea in [/var/www/fasa/trunk/app/views/onereports/asignar_idea.ctp, line 10]
2011-02-22 00:21:53 Notice: Notice (8): Undefined variable: carta in [/var/www/fasa/trunk/app/views/onereports/asignar_idea.ctp, line 11]
2011-02-22 00:21:53 Notice: Notice (8): Undefined variable: proyecto in [/var/www/fasa/trunk/app/views/onereports/asignar_idea.ctp, line 12]
2011-02-22 00:22:03 Notice: Notice (8): Undefined variable: engineer in [/var/www/fasa/trunk/app/views/onereports/asignar_idea.ctp, line 8]
2011-02-22 00:22:03 Notice: Notice (8): Undefined variable: indicator in [/var/www/fasa/trunk/app/views/onereports/asignar_idea.ctp, line 9]
2011-02-22 00:22:03 Notice: Notice (8): Undefined variable: idea in [/var/www/fasa/trunk/app/views/onereports/asignar_idea.ctp, line 10]
2011-02-22 00:22:03 Notice: Notice (8): Undefined variable: carta in [/var/www/fasa/trunk/app/views/onereports/asignar_idea.ctp, line 11]
2011-02-22 00:22:03 Notice: Notice (8): Undefined variable: proyecto in [/var/www/fasa/trunk/app/views/onereports/asignar_idea.ctp, line 12]
2011-02-22 00:24:37 Notice: Notice (8): Undefined variable: engineer in [/var/www/fasa/trunk/app/views/onereports/ideas_evaluacion.ctp, line 8]
2011-02-22 00:24:37 Notice: Notice (8): Undefined variable: indicator in [/var/www/fasa/trunk/app/views/onereports/ideas_evaluacion.ctp, line 9]
2011-02-22 00:24:37 Notice: Notice (8): Undefined variable: idea in [/var/www/fasa/trunk/app/views/onereports/ideas_evaluacion.ctp, line 10]
2011-02-22 00:24:37 Notice: Notice (8): Undefined variable: carta in [/var/www/fasa/trunk/app/views/onereports/ideas_evaluacion.ctp, line 11]
2011-02-22 00:24:37 Notice: Notice (8): Undefined variable: proyecto in [/var/www/fasa/trunk/app/views/onereports/ideas_evaluacion.ctp, line 12]
2011-02-22 00:26:34 Notice: Notice (8): Undefined variable: engineer in [/var/www/fasa/trunk/app/views/onereports/mis_ideas.ctp, line 8]
2011-02-22 00:26:34 Notice: Notice (8): Undefined variable: indicator in [/var/www/fasa/trunk/app/views/onereports/mis_ideas.ctp, line 9]
2011-02-22 00:26:34 Notice: Notice (8): Undefined variable: idea in [/var/www/fasa/trunk/app/views/onereports/mis_ideas.ctp, line 10]
2011-02-22 00:26:34 Notice: Notice (8): Undefined variable: carta in [/var/www/fasa/trunk/app/views/onereports/mis_ideas.ctp, line 11]
2011-02-22 00:26:34 Notice: Notice (8): Undefined variable: proyecto in [/var/www/fasa/trunk/app/views/onereports/mis_ideas.ctp, line 12]
2011-02-22 00:26:34 Notice: Notice (8): Undefined variable: pagina in [/var/www/fasa/trunk/app/views/onereports/mis_ideas.ctp, line 24]
2011-02-22 00:26:34 Notice: Notice (8): Undefined variable: onereports in [/var/www/fasa/trunk/app/views/onereports/mis_ideas.ctp, line 59]
2011-02-22 00:26:34 Notice: Notice (8): Undefined variable: pagina in [/var/www/fasa/trunk/app/views/onereports/mis_ideas.ctp, line 85]
2011-02-22 00:27:53 Notice: Notice (8): Undefined variable: engineer in [/var/www/fasa/trunk/app/views/onereports/mis_ideas.ctp, line 8]
2011-02-22 00:27:53 Notice: Notice (8): Undefined variable: indicator in [/var/www/fasa/trunk/app/views/onereports/mis_ideas.ctp, line 9]
2011-02-22 00:27:53 Notice: Notice (8): Undefined variable: idea in [/var/www/fasa/trunk/app/views/onereports/mis_ideas.ctp, line 10]
2011-02-22 00:27:53 Notice: Notice (8): Undefined variable: carta in [/var/www/fasa/trunk/app/views/onereports/mis_ideas.ctp, line 11]
2011-02-22 00:27:53 Notice: Notice (8): Undefined variable: proyecto in [/var/www/fasa/trunk/app/views/onereports/mis_ideas.ctp, line 12]
2011-02-22 00:27:53 Notice: Notice (8): Undefined variable: pagina in [/var/www/fasa/trunk/app/views/onereports/mis_ideas.ctp, line 24]
2011-02-22 00:27:53 Notice: Notice (8): Undefined variable: onereports in [/var/www/fasa/trunk/app/views/onereports/mis_ideas.ctp, line 59]
2011-02-22 00:27:53 Notice: Notice (8): Undefined variable: pagina in [/var/www/fasa/trunk/app/views/onereports/mis_ideas.ctp, line 85]
2011-02-22 00:28:29 Notice: Notice (8): Undefined variable: engineer in [/var/www/fasa/trunk/app/views/onereports/mis_ideas.ctp, line 8]
2011-02-22 00:28:29 Notice: Notice (8): Undefined variable: indicator in [/var/www/fasa/trunk/app/views/onereports/mis_ideas.ctp, line 9]
2011-02-22 00:28:29 Notice: Notice (8): Undefined variable: idea in [/var/www/fasa/trunk/app/views/onereports/mis_ideas.ctp, line 10]
2011-02-22 00:28:29 Notice: Notice (8): Undefined variable: carta in [/var/www/fasa/trunk/app/views/onereports/mis_ideas.ctp, line 11]
2011-02-22 00:28:29 Notice: Notice (8): Undefined variable: proyecto in [/var/www/fasa/trunk/app/views/onereports/mis_ideas.ctp, line 12]
2011-02-22 00:28:29 Notice: Notice (8): Undefined variable: pagina in [/var/www/fasa/trunk/app/views/onereports/mis_ideas.ctp, line 24]
2011-02-22 00:28:29 Notice: Notice (8): Undefined variable: onereports in [/var/www/fasa/trunk/app/views/onereports/mis_ideas.ctp, line 59]
2011-02-22 00:28:29 Notice: Notice (8): Undefined variable: pagina in [/var/www/fasa/trunk/app/views/onereports/mis_ideas.ctp, line 85]
2011-02-22 00:29:00 Notice: Notice (8): Undefined variable: engineer in [/var/www/fasa/trunk/app/views/onereports/mis_ideas.ctp, line 8]
2011-02-22 00:29:00 Notice: Notice (8): Undefined variable: indicator in [/var/www/fasa/trunk/app/views/onereports/mis_ideas.ctp, line 9]
2011-02-22 00:29:00 Notice: Notice (8): Undefined variable: idea in [/var/www/fasa/trunk/app/views/onereports/mis_ideas.ctp, line 10]
2011-02-22 00:29:00 Notice: Notice (8): Undefined variable: carta in [/var/www/fasa/trunk/app/views/onereports/mis_ideas.ctp, line 11]
2011-02-22 00:29:00 Notice: Notice (8): Undefined variable: proyecto in [/var/www/fasa/trunk/app/views/onereports/mis_ideas.ctp, line 12]
2011-02-22 00:29:00 Notice: Notice (8): Undefined variable: pagina in [/var/www/fasa/trunk/app/views/onereports/mis_ideas.ctp, line 24]
2011-02-22 00:29:00 Notice: Notice (8): Undefined variable: pagina in [/var/www/fasa/trunk/app/views/onereports/mis_ideas.ctp, line 85]
2011-02-22 00:31:13 Notice: Notice (8): Undefined variable: engineer in [/var/www/fasa/trunk/app/views/onereports/mis_ideas.ctp, line 8]
2011-02-22 00:31:13 Notice: Notice (8): Undefined variable: indicator in [/var/www/fasa/trunk/app/views/onereports/mis_ideas.ctp, line 9]
2011-02-22 00:31:13 Notice: Notice (8): Undefined variable: idea in [/var/www/fasa/trunk/app/views/onereports/mis_ideas.ctp, line 10]
2011-02-22 00:31:13 Notice: Notice (8): Undefined variable: carta in [/var/www/fasa/trunk/app/views/onereports/mis_ideas.ctp, line 11]
2011-02-22 00:31:13 Notice: Notice (8): Undefined variable: proyecto in [/var/www/fasa/trunk/app/views/onereports/mis_ideas.ctp, line 12]
